column_name,non_null,unique_count,dtype
earliestEraOrLowestErathem,7,1,object
latestEraOrHighestErathem,7,1,object
earliestPeriodOrLowestSystem,0,0,float64
latestPeriodOrHighestSystem,7,5,object
earliestEpochOrLowestSeries,0,0,float64
latestEpochOrHighestSeries,7,7,object
earliestAgeOrLowestStage,0,0,float64
latestAgeOrHighestStage,0,0,float64
lowestBiostratigraphicZone,0,0,float64
highestBiostratigraphicZone,7,7,object
lithostratigraphicTerms,7,7,object
group,0,0,float64
formation,0,0,float64
member,7,7,object
bed,0,0,float64
identificationID,0,0,float64
verbatimIdentification,7,1,object
identificationQualifier,1696,5,object
typeStatus,18764,9,object
identifiedBy,34139,572,object
identifiedByID,7,1,object
dateIdentified,0,0,float64
identificationReferences,0,0,float64
identificationVerificationStatus,7,1,object
identificationRemarks,7,1,object
taxonID,7,7,object
scientificNameID,0,0,float64
acceptedNameUsageID,455001,22054,float64
parentNameUsageID,3,3,float64
originalNameUsageID,3,2,float64
nameAccordingToID,0,0,float64
namePublishedInID,7,3,object
taxonConceptID,2,1,object
scientificName,455212,28366,object
acceptedNameUsage,7,1,object
parentNameUsage,7,7,float64
originalNameUsage,7,7,float64
nameAccordingTo,7,1,float64
namePublishedIn,7,1,float64
namePublishedInYear,0,0,float64
higherClassification,454981,868,object
kingdom,455212,9,object
phylum,454927,9,object
class,10466,9,object
order,454211,71,object
superfamily,7,7,object
family,454379,561,object
subfamily,7,7,object
tribe,0,0,float64
subtribe,7,1,object
genus,431626,4427,object
genericName,431633,5329,object
subgenus,6,2,object
infragenericEpithet,0,0,float64
specificEpithet,384953,12528,object
infraspecificEpithet,8194,681,object
cultivarEpithet,6,5,object
taxonRank,455212,10,object
verbatimTaxonRank,2,2,object
vernacularName,2,2,object
nomenclaturalCode,2,2,object
taxonomicStatus,455003,5,object
nomenclaturalStatus,1,1,object
taxonRemarks,1,1,object
datasetKey,455206,2,object
publishingCountry,455206,2,object
lastInterpreted,455212,173327,object
elevation,0,0,float64
elevationAccuracy,0,0,float64
depth,209038,3043,float64
depthAccuracy,188346,1170,float64
distanceFromCentroidInMeters,906,43,float64
issue,455197,224,object
mediaType,91393,34,object
hasCoordinate,455205,2,object
hasGeospatialIssues,455205,2,object
taxonKey,455205,28364,float64
acceptedTaxonKey,455001,22054,float64
kingdomKey,455205,2,float64
phylumKey,454920,2,float64
classKey,10466,9,float64
orderKey,454204,64,float64
familyKey,454372,554,float64
genusKey,431619,4426,float64
subgenusKey,0,0,float64
speciesKey,384952,19431,float64
species,384952,19429,object
acceptedScientificName,455001,22054,object
verbatimScientificName,455198,30202,object
typifiedName,0,0,float64
protocol,455205,1,object
lastParsed,455205,173323,object
lastCrawled,455205,1,object
repatriated,424815,2,object
relativeOrganismQuantity,0,0,float64
projectId,0,0,float64
isSequenced,455205,2,object
gbifRegion,423017,7,object
publishedByGbifRegion,455205,1,object
level0Gid,47917,139,object
level0Name,47917,139,object
level1Gid,46810,629,object
level1Name,46810,611,object
level2Gid,43189,1834,object
level2Name,43186,1707,object
level3Gid,13835,763,object
level3Name,13770,731,object
iucnRedListCategory,443711,9,object
