column_name,non_null,unique_count,dtype
nomenclaturalStatus,3,2,object
taxonRemarks,3,2,object
datasetKey,338090,2,object
publishingCountry,338090,2,object
lastInterpreted,338093,31889,object
elevation,89144,2734,float64
elevationAccuracy,53701,161,float64
depth,75428,2252,float64
depthAccuracy,65912,238,float64
distanceFromCentroidInMeters,2690,170,float64
issue,292468,172,object
mediaType,14004,19,object
hasCoordinate,338089,2,object
hasGeospatialIssues,338089,2,object
taxonKey,338089,45746,float64
acceptedTaxonKey,331982,44951,float64
kingdomKey,338089,6,float64
phylumKey,331282,40,float64
classKey,285817,105,float64
orderKey,307747,531,float64
familyKey,318184,3094,float64
genusKey,303698,19382,float64
subgenusKey,0,0,float64
speciesKey,248574,37032,float64
species,248574,37025,object
acceptedScientificName,331982,44951,object
verbatimScientificName,314055,46008,object
typifiedName,34,13,object
protocol,338089,1,object
lastParsed,338089,31887,object
lastCrawled,338089,1,object
repatriated,327257,2,object
relativeOrganismQuantity,0,0,float64
projectId,0,0,float64
isSequenced,338089,2,object
gbifRegion,325874,7,object
publishedByGbifRegion,338089,1,object
level0Gid,180353,174,object
level0Name,180353,174,object
level1Gid,179114,1235,object
level1Name,179114,1201,object
level2Gid,170857,4284,object
level2Name,170845,3706,object
level3Gid,37836,1717,object
level3Name,37532,1653,object
iucnRedListCategory,274638,9,object
