column_name,non_null,unique_count,dtype
taxonomicStatus,601451,3,object
nomenclaturalStatus,0,0,float64
taxonRemarks,0,0,float64
datasetKey,601451,1,object
publishingCountry,601451,1,object
lastInterpreted,601451,185984,object
elevation,104550,1569,float64
elevationAccuracy,3879,72,float64
depth,3,2,float64
depthAccuracy,0,0,float64
distanceFromCentroidInMeters,271,34,float64
issue,601438,117,object
mediaType,555620,55,object
hasCoordinate,601451,2,bool
hasGeospatialIssues,601451,2,bool
taxonKey,601451,7326,int64
acceptedTaxonKey,601451,6815,int64
kingdomKey,601451,1,int64
phylumKey,601451,2,int64
classKey,601450,2,float64
orderKey,601448,29,float64
familyKey,600293,158,float64
genusKey,599452,1129,float64
subgenusKey,0,0,float64
speciesKey,571788,3897,float64
species,571788,3897,object
acceptedScientificName,601451,6815,object
verbatimScientificName,601451,7805,object
typifiedName,0,0,float64
protocol,601451,1,object
lastParsed,601451,185984,object
lastCrawled,601451,1,object
repatriated,598946,2,object
relativeOrganismQuantity,0,0,float64
projectId,0,0,float64
isSequenced,601451,2,bool
gbifRegion,585496,7,object
publishedByGbifRegion,601451,1,object
level0Gid,127549,157,object
level0Name,127549,157,object
level1Gid,127521,906,object
level1Name,127521,882,object
level2Gid,126414,2378,object
level2Name,126414,2276,object
level3Gid,62297,1589,object
level3Name,62061,1550,object
iucnRedListCategory,391149,9,object
