gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
665715844	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/724/551/197516_DLowerJaw_RB01_MZ.jpg		197516	FMNH 197516 Rhinolophus blasii; dorsal view of the mandible.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
665715844	StillImage	image/jpeg	http://fm-digital-assets.fieldmuseum.org/724/551/197516_DLowerJaw_RB01_MZ.jpg											
665715844	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/724/556/197516_Palette_RB01_MZ.jpg		197516	FMNH 197516 Rhinolophus blasii; palette.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
665715844	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/724/555/197516_LLowerJaw_RB01_MZ.jpg		197516	FMNH 197516 Rhinolophus blasii; lateral view of the mandible.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
665715844	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/724/557/197516_Ventral_RB01_MZ.jpg		197516	FMNH 197516 Rhinolophus blasii; ventral view of the cranium.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
665715844	StillImage	image/jpeg	http://fm-digital-assets.fieldmuseum.org/724/552/197516_Dorsal_RB01_MZ.jpg											
665716037	StillImage	image/jpeg	http://fm-digital-assets.fieldmuseum.org/722/613/73072_Palette_RB01_MZ.jpg											
665716037	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/722/613/73072_Palette_RB01_MZ.jpg		73072	FMNH 73072 Epomophorus labiatus; palette.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
665716514	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/2209/035/Z95280_010d.jpg		Hylomyscus	Mammal skull of Mouse Hylomyscus 171362			2019-01-28	John Weinstein : Field Museum of Natural History			[Copyright] The Field Museum	The Field Museum
665716514	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/2209/034/Z95280_009d.jpg		Hylomyscus	Mammal skull of Mouse Hylomyscus			2019-01-28	John Weinstein : Field Museum of Natural History			[Copyright] The Field Museum	The Field Museum
665716514	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/2209/038/Z95280_013d.jpg		Hylomyscus	Mammal skull of Mouse Hylomyscus 171362			2019-01-28	John Weinstein : Field Museum of Natural History			[Copyright] The Field Museum	The Field Museum
665716514	StillImage	image/jpeg	http://fm-digital-assets.fieldmuseum.org/2209/036/Z95280_011d.jpg											
665716514	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/2209/039/Z95280_014d.jpg		Hylomyscus	Mammal skins of Mouse, Hylomyscus. 177889 Hylomyscus mpungamachagorum and 171362 Hylomyscus stanleyi			2019-01-28	John Weinstein : Field Museum of Natural History			[Copyright] The Field Museum	The Field Museum
665716514				http://fm-digital-assets.fieldmuseum.org/2209/037/Z95280_										
665716514	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/2209/048/Z95280_021d.jpg		Hylomyscus	Composite for published plate with scale. Skins of Mouse, Hylomyscus.  177889 and 171362 with dorsal and ventral views. Fig. 11. Skins of two new species of the Hylomyscus anselli group from Tanzania. (a) Ventral and (c) dorsal views of Hylomyscus mpungamachagorum sp. nov., (b) Ventral and (d) dorsal views of Hylomyscus stanleyi sp. nov.			2019-01-28	John Weinstein : Field Museum of Natural History			[Copyright] The Field Museum	The Field Museum
665716514	StillImage	image/jpeg	http://fm-digital-assets.fieldmuseum.org/2209/034/Z95280_009d.jpg											
665716514	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/2209/049/Z95280_021d_bw.jpg		Hylomyscus	Composite for published plate with scale. skins of Mouse, Hylomyscus.  177889 and 171362 with dorsal and ventral views.			2019-01-28	John Weinstein : Field Museum of Natural History			[Copyright] The Field Museum	The Field Museum
665716514	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/2209/042/Z95280_017d.jpg		Hylomyscus	Mammal skins of Mouse, Hylomyscus. 177889 Hylomyscus mpungamachagorum and 171362 Hylomyscus stanleyi			2019-01-28	John Weinstein : Field Museum of Natural History			[Copyright] The Field Museum	The Field Museum
665716514	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/2209/040/Z95280_015d.jpg		Hylomyscus	Mammal skins of Mouse, Hylomyscus. 177889 Hylomyscus mpungamachagorum and 171362 Hylomyscus stanleyi			2019-01-28	John Weinstein : Field Museum of Natural History			[Copyright] The Field Museum	The Field Museum
665716514	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/2209/037/Z95280_012d.jpg		Hylomyscus	Mammal skull of Mouse Hylomyscus 171362, ventral.			2019-01-28	John Weinstein : Field Museum of Natural History			[Copyright] The Field Museum	The Field Museum
665716514	StillImage	image/jpeg	http://fm-digital-assets.fieldmuseum.org/2209/035/Z95280_010d.jpg											
665716514	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/2209/036/Z95280_011d.jpg		Hylomyscus	Mammal skull of Mouse Hylomyscus 171362, ventral.			2019-01-28	John Weinstein : Field Museum of Natural History			[Copyright] The Field Museum	The Field Museum
665717856	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/723/626/153848_Dorsal_RB01_MZ.jpg		153848	FMNH 153848 Rhinolophus; dorsal view of the cranium.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
665717856	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/723/627/153848_FullLateral_RB01_MZ.jpg		153848	FMNH 153848 Rhinolophus; full lateral view of the skull.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
665717856	StillImage	image/jpeg	http://fm-digital-assets.fieldmuseum.org/723/627/153848_FullLateral_RB01_MZ.jpg											
665717856	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/723/629/153848_LLowerJaw_RB01_MZ.jpg		153848	FMNH 153848 Rhinolophus; lateral view of the mandible.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
665717856	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/723/631/153848_UpperPremolars_RB01_MZ.jpg		153848	FMNH 153848 Rhinolophus; closeup of the upper toothrow.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
665717856	StillImage	image/jpeg	http://fm-digital-assets.fieldmuseum.org/723/626/153848_Dorsal_RB01_MZ.jpg											
665717856	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/723/628/153848_Lateral_RB01_MZ.jpg		153848	FMNH 153848 Rhinolophus; lateral view of the cranium.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
665717856				http://fm-digital-asse										
665717856	StillImage	image/jpeg	http://fm-digital-assets.fieldmuseum.org/723/625/153848_DLowerJaw_RB01_MZ.jpg											
665717856	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/723/632/153848_Ventral_RB01_MZ.jpg		153848	FMNH 153848 Rhinolophus; ventral view of the cranium.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
665717856	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/723/630/153848_UpperJawTeeth_RB01_MZ.jpg		153848	FMNH 153848 Rhinolophus; closeup of the upper toothrow.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
665717856	StillImage	jpeg	https://fm-digital-assets.fieldmuseum.org/723/625/153848_DLowerJaw_RB01_MZ.jpg		153848	FMNH 153848 Rhinolophus; dorsal view of the mandible.			2014	Rebecca A. Banasiak : Field Museum of Natural History			http://creativecommons.org/licenses/by-nc/4.0/	Field Museum of Natural History
