column_name,non_null,unique_count,dtype
superfamily,0,0,float64
family,583614,159,object
subfamily,0,0,float64
tribe,0,0,float64
subtribe,0,0,float64
genus,582516,1416,object
genericName,582516,1357,object
subgenus,0,0,float64
infragenericEpithet,0,0,float64
specificEpithet,569190,5069,object
infraspecificEpithet,24971,1214,object
cultivarEpithet,0,0,float64
taxonRank,584201,9,object
verbatimTaxonRank,0,0,float64
vernacularName,0,0,float64
nomenclaturalCode,0,0,float64
taxonomicStatus,584201,3,object
nomenclaturalStatus,0,0,float64
taxonRemarks,0,0,float64
datasetKey,584201,1,object
publishingCountry,584201,1,object
lastInterpreted,584201,186736,object
elevation,252091,1604,float64
elevationAccuracy,250913,136,float64
depth,0,0,float64
depthAccuracy,0,0,float64
distanceFromCentroidInMeters,2474,146,float64
issue,584199,165,object
mediaType,5119,23,object
hasCoordinate,584201,2,bool
hasGeospatialIssues,584201,2,bool
taxonKey,584201,9012,int64
acceptedTaxonKey,584201,8475,int64
kingdomKey,584201,1,int64
phylumKey,584196,1,float64
classKey,583998,5,float64
orderKey,395161,3,float64
familyKey,583614,159,float64
genusKey,582516,1418,float64
subgenusKey,0,0,float64
speciesKey,569190,7286,float64
species,569190,7285,object
acceptedScientificName,584201,8475,object
verbatimScientificName,584201,9530,object
typifiedName,0,0,float64
protocol,584201,1,object
lastParsed,584201,186736,object
lastCrawled,584201,1,object
repatriated,573605,2,object
relativeOrganismQuantity,0,0,float64
projectId,0,0,float64
isSequenced,584201,2,bool
gbifRegion,572792,6,object
publishedByGbifRegion,584201,1,object
level0Gid,410525,175,object
level0Name,410525,175,object
level1Gid,409852,1192,object
level1Name,409852,1147,object
level2Gid,398088,4973,object
level2Name,398030,4138,object
level3Gid,51733,1518,object
level3Name,51358,1463,object
iucnRedListCategory,560733,9,object
